label	col_00	col_01	col_02	col_03	col_04	col_05	col_06	col_07	col_08	col_09
2	334 kg	-0.8418	football	fish	80 kg/s	-0.3495	0.8706	-0.2534	-0.0717	0.528
3	-85 kg	0.9359	tennis	bird	601 kg/s	0.9729	0.2169	-0.0977	0.6943	1.1189
3	-194 kg	-0.4391	ice hockey	guinea pig	782 kg/s	0.2793	0.7193	0.1514	1.0374	0.0727
5	701 kg	1.2219	badminton	HAMSTER	1110 kg/s	-0.4758	0.3974	1.8735	0.8588	1.6107
3	980 kg	0.7923	tennis	chicken	138 kg/s	-0.0521	0.5356	-0.1065	0.5047	0.2802
6	1402 kg	0.5558	ice hockey	dog	1274 kg/s		2.0112	-0.6823	-0.9262	0.1938
1	10 kg	0.3127	baseball	pig, cat	781 kg/s	0.4977	2.3828	0.7513	-0.822	-0.233
2	697 kg	1.025	football	fish	-135 kg/s	1.1539	1.1755	-0.2319	0.8344	-0.1549
3	2051 kg	0.5291	TENNIS	chicken	609 kg/s	-0.7703	0.4353	-0.4048	2.1844	1.5887
3	2094 kg	0.8519	tennis	rat	457 kg/s	-0.2037	-0.2958	-1.1938	-0.2662	1.1297
3	-1019 kg	1.0857	running	chicken	2163 kg/s	-0.0203	0.7032	0.5061	0.1172	1.0778
5	-434 kg	-0.9765	badminton	ferret, rabbit	1111 kg/s	0.1558	1.1357	0.9365	-1.3667	0.7429
3	1534 kg	1.4552	tennis	chicken	1396 kg/s	-1.0686	0.8774	-0.3487	0.2342	2.1467
3	1432 kg	1.3916	tennis	rat	1442 kg/s	-0.428	1.2253	-1.0271	1.0809	1.1489
0	386 kg	0.1123	running	bird	2494 kg/s	0.4521	1.6091	-0.3099	1.6425	-0.4429
6	952 kg	0.4585	ice hockey	Dog	1511 kg/s	0.2981	-0.1291	0.2629	-0.61	2.2567
3	2056 kg	1.5776	tennis	rat	913 kg/s	1.3115	-0.0499	-1.4595	1.3517	-0.1973
2	2552 kg	0.6732	track & field	fish	1628 kg/s	0.3903	0.5499	-1.2119	0.2642	0.4676
3	880 kg	1.0587	basketball	rat	1394 kg/s	0.0319	1.8258	-2.9473	1.5094	0.7319
1	-434 kg	0.8082	baseball	cat, pig	760 kg/s	-0.0037	0.4298	2.1947	0.5352	1.3542
6	-849 kg	-0.1954	ice hockey	dog	852 kg/s	-0.4846	0.3186	0.7916	1.8176	-0.2767
5	-642 kg	2.2386	soccer	hamster	-661 kg/s	0.5269	1.0474	0.3023	-0.0125	
3	-388 kg	0.5527	tennis	rat	1427 kg/s	0.7182	-0.0944	0.8105	0.1556	1.5132
0	-666 kg	0.7602	motor sports	bird	2209 kg/s	0.599	1.916	-0.4664	0.6786	1.9547
3	43 kg	-0.2091	tennis	rat	286 kg/s	1.239	1.3974	0.5419	-0.0175	1.551
0	-344 kg	-0.3352	running	bird	1279 kg/s	0.014	0.825	-0.0726	-0.7849	0.2033
5	-1246 kg	0.6895	ice hockey	ferret	29 kg/s	0.6122	0.1053	0.6529	0.7529	-0.6312
3	1010 kg	1.065	tennis	rat	496 kg/s	0.9714	1.7218	-0.4021	0.6086	1.7469
3	-200 kg	1.764	tennis	rat	-1180 kg/s	0.6224	0.5158	-0.3082	0.3626	1.7326
1	246 kg	1.1966		reptile	2381 kg/s	-0.0677	0.1712	-0.6707	1.455	-0.7815
1	460 kg	0.222	baseball	cat	1369 kg/s	0.7139	0.3107	-1.5597	0.4881	0.2115
4	-728 kg	-0.0602	motor sports	guinea pig	551 kg/s	-0.4612	1.1735	-0.6206	1.0229	-0.0747
1		0.1636	volleyball	reptile	1090 kg/s	0.5797	1.3808	-0.6871	1.3003	0.8136
4	1123 kg	0.335	basketball	guinea pig	372 kg/s	0.1285	0.7876	-0.3403	0.0898	1.6474
5	-1439 kg	-0.5424	badminton	ferret, rabbit	-810 kg/s	0.192	0.2193	-0.4322	1.0432	-0.2908
1	857 kg	1.3948	boxing	REPTILE, CAT	779 kg/s	0.1969	1.3258	-0.4856	3.0663	0.1272
2	1421 kg	1.306	soccer	fish	-238 kg/s	1.2315	0.4363	-1.3065	0.0413	-0.3532
0	-318 kg	0.2194	motor sports	bird	1560 kg/s	0.2941	1.8281	0.8399	-0.283	0.2848
6	20 kg	-0.5465	ice hockey	dog	238 kg/s	0.4444	0.4917	0.2611	0.49	0.2463
5	830 kg	1.553	track & field	rabbit	-1552 kg/s	-0.6867	0.4857	0.6661	0.8473	0.6493
6	-269 kg	-0.3398	soccer	dog	2341 kg/s	0.684	1.0554	-1.3562	0.0872	-0.3569
4	1321 kg	0.1488	golf	guinea pig	423 kg/s	-1.0082	-0.702	-0.5697	1.2453	1.4264
1	282 kg	0.4718	volleyball	pig	1184 kg/s	0.902	1.3546	0.8021	0.6066	-0.5226
5	620 kg	0.9962	boxing	hamster, rabbit	-556 kg/s	-0.3682	NULL	0.3767	-0.3317	0.5197
6	684 kg	0.7349	ice hockey	dog	352 kg/s	0.6984	0.8703	1.7823	1.2809	-0.8162
1	829 kg	1.2121	baseball	cat, pig	1198 kg/s	-0.3285	0.4411	0.2034	1.0491	0.4509
1	954 kg	-0.2439	ice hockey	reptile, cat	3060 kg/s	0.3407	0.1251	0.7511	2.3067	1.2853
0	507 kg	0.7335	motor sports	bird	2045 kg/s	0.974	-0.3012	-0.9735	0.7348	-0.3106
4	101 kg	0.3233	golf	guinea pig	1373 kg/s	-0.8703	0.3954	0.3477	0.9661	1.2883
0	781 kg	0.1437	running	bird	-934 kg/s	None	1.6804	-0.0001	-0.8756	0.8487
6	836 kg	1.2693	ice hockey	dog	1059 kg/s	-0.3768	1.0386	0.8707	0.2904	-0.1021
6	600 kg	0.5669	ice hockey	dog	1282 kg/s	0.8351	1.1801	0.5209	-0.3209	-0.4238
0	1015 kg	0.0116	motor sports	bird	618 kg/s	-0.1338	0.8506	0.6788	0.1687	1.3718
0	1142 kg	0.8164	track & field	bird	1361 kg/s	0.2149	0.2401	0.3513	0.7718	-1.1368
3	-878 kg	1.1062	tennis	chicken	646 kg/s	0.0907	0.5032	-0.6349	n/a	0.597
2	639 kg	0.5384	track & field	fish	1015 kg/s	0.4417	1.1344	-0.4965	0.4393	-0.5619
2	2573 kg	-0.1064	track & field	fish	994 kg/s	1.247	-0.634	-0.199	-0.4566	0.3187
3	-46 kg	0.8318	tennis	rat	1343 kg/s	-0.8896	-0.3067	0.7448	1.9278	0.8417
5	-645 kg	1.0879	badminton	hamster, rabbit	943 kg/s	0.5469	0.2724	1.5529	1.2572	-0.4527
5	787 kg	1.0361	soccer	ferret, rabbit	619 kg/s	0.9372	-0.239	-1.1415	0.7278	0.1275
6	-457 kg	1.5996	ice hockey	dog	1663 kg/s	0.094	0.9164	0.8235	0.3096	-0.8021
2	856 kg	0.4978	track & field	fish	665 kg/s	0.6094	0.4818	1.2728	-0.6256	-0.3486
2	-30 kg	2.0401	track & field	fish	431 kg/s	0.6554	0.7712	0.3011	-0.5328	-0.3573
4	1901 kg	-1.1899	basketball	guinea pig	1176 kg/s	-1.2598	1.0486	-0.9936	0.8774	0.6498
1	2239 kg	0.8689	basketball	pig, reptile	-116 kg/s	0.3147	1.3634	-0.6832	2.2282	-0.0965
1	1984 kg	1.281	volleyball	fish	-611 kg/s	1.3949	0.8449	0.3176	0.552	0.8775
3	-432 kg	-0.1054	tennis	chicken	2391 kg/s	0.3147	0.6594	-0.509	1.0015	0.3128
1	2134 kg	1.2498	volleyball	cat, reptile	740 kg/s	0.4485	0.5258	0.3452	0.5843	1.2094
0	900 kg	0.7812	running	bird	870 kg/s	1.0826	0.5309	1.6097	0.316	-1.0504
2	-47 kg	1.2274	motor sports	fish	1444 kg/s	1.6509	-0.0974	0.9602	0.0519	2.0533
1	787 kg	0.7727	baseball	reptile, cat	-136 kg/s	0.2158	0.8365	0.4502	1.5068	-0.1108
3	238 kg	-0.0911	tennis	chicken	-633 kg/s	-0.2344	0.1124	0.7957	1.6617	-0.3609
3	1018 kg	0.6009	tennis	chicken	N/A	1.1529	0.4969	1.7715	0.5833	-0.0848
2	-66 kg	-0.9014	FOOTBALL	fish	-784 kg/s	0.8356	1.0407	-0.7661	-1.8266	-1.1548
5	784 kg	-0.2822	badminton	bird	1747 kg/s	0.0571	1.704	0.0329	0.9369	-0.4085
3	528 kg	1.9612	tennis	chicken	4057 kg/s	-0.052	1.8228	1.4436	0.6649	0.0213
2	1358 kg	1.062	football	FISH	-1684 kg/s	1.1847	-0.0986	-0.1987	-0.3834	0.8589
3	325 kg	0.8464	tennis	guinea pig	1255 kg/s	-0.153	1.0657	-0.9167	0.959	1.573
2	1985 kg	1.6508	FOOTBALL	fish	450 kg/s	1.4204	-0.6508	-0.1307	-0.0469	1.626
4	-442 kg	0.2762	basketball	guinea pig	-1911 kg/s	0.0537	0.0852	-1.4716	1.1373	0.5392
4	260 kg	1.5071	golf	guinea pig	1123 kg/s	-0.2173	1.3167	0.2	0.0959	1.3007
2	-384 kg	-0.1294	football	dog	996 kg/s	0.1036	0.9648	-0.167	0.2064	-0.2273
5	1233 kg	0.7945	badminton	ferret, rabbit	-721 kg/s	0.38	-0.1016	1.0004	0.1035	0.1218
3	671 kg	-0.3949	tennis	chicken	970 kg/s	-0.6104	0.4952	-0.1641	0.9011	0.2929
1	-603 kg	0.423	baseball	pig	-732 kg/s	1.9635	-0.2004	0.7706	2.2844	0.6941
4	383 kg	-0.7467	basketball	guinea pig	-116 kg/s	0.0985	1.1718	0.0745	0.7647	1.6939
2	221 kg	1.6776	soccer	fish	-443 kg/s	0.0954	1.6411	-1.0454	0.8441	-0.2143
1	-482 kg	0.7577	track & field	pig, reptile	405 kg/s	0.2823	0.0225	-1.2277	1.2471	0.4337
1	2316 kg	0.623	volleyball	pig, cat	173 kg/s	-0.4636	-0.0489	-0.3359	1.5331	0.7629
5	557 kg	-1.2454	soccer	fish	-1285 kg/s	0.5265	0.1517	-0.6173	1.8562	-0.2499
4	1246 kg	0.7896	golf	guinea pig	644 kg/s	0.4043	0.2476	0.3645	0.983	0.8456
0	1404 kg	-0.4109	running	bird	2047 kg/s	-0.2079	1.4372	-0.09	1.1182	1.1127
0	1899 kg	-0.3938	tennis	bird	1211 kg/s	0.9643	0.2676	2.6887	-0.2087	2.1069
1	987 kg	0.8021	volleyball	reptile, pig	1821 kg/s	1.0389	0.6697	0.7744	N/A	0.253
4	-951 kg	0.3863	golf	guinea pig	-1241 kg/s	1.0173	0.9175	-1.4721	1.5491	1.3382
4	1359 kg	0.1571	golf	guinea pig	-346 kg/s	-0.6579	-1.3466	0.6326	2.4577	0.0358
3	1063 kg	1.692	tennis	Chicken	245 kg/s	0.1294	-0.2471	0.6826	0.3399	-0.4928
1	1715 kg	0.8507	boxing	cat, reptile	148 kg/s	1.0855	0.9328	0.2603	1.722	0.6936
1	-64 kg	1.2938	volleyball	cat, reptile	2613 kg/s	0.2843	-0.2098	-0.8269	2.7398	0.1878
6	216 kg	-0.2618	ice hockey	dog	1481 kg/s	1.2098	1.1674	1.3636	1.4005	-0.759
0	634 kg	0.7484	motor sports	bird	172 kg/s	0.1097	0.2163	1.1754	0.1046	1.6524
4	1355 kg	1.0707	golf	guinea pig	-1034 kg/s	-0.2794	1.6614	1.2913	1.6799	-0.6573
3	1106 kg	-0.1671	tennis	None	1806 kg/s	-0.6292	1.5054	0.3098	1.3319	0.7178
3	1397 kg	1.3497	tennis	chicken	2286 kg/s	0.1889	0.6667	0.3137	0.8566	1.2257
5	847 kg	-0.1417	soccer	rabbit	46 kg/s	0.4166	1.0523	1.0301	0.3881	0.9202
0	355 kg	-0.51	running	bird	1895 kg/s	-0.6005	1.1302	-0.2758	1.3715	1.129
3	-507 kg	-0.9824	tennis	rat	N/A	-0.1033	1.2568	-0.5604	2.1476	1.2072
4	-71 kg	0.63	football	guinea pig	1280 kg/s	-0.2868	NULL	-0.0628	1.6813	1.8806
2	760 kg	0.0237	baseball	fish	-472 kg/s	0.6931	0.8839	-0.6958	0.3428	-0.952
6	197 kg	-0.0591	ice hockey	dog	490 kg/s	0.7712	-0.4923	-0.1738	2.5334	-0.6473
1	1077 kg	0.6436	volleyball	pig, reptile	237 kg/s	1.5364	-0.6178	-0.0851	1.6146	2.2398
5	-531 kg	0.3998	soccer	rabbit, ferret	1412 kg/s	0.6601	0.0491	0.7441	-1.4962	0.4098
0	1906 kg	0.2404	motor sports	BIRD	932 kg/s	0.0828	0.2248	0.6889	-0.9405	0.5179
0	102 kg	-0.5595	running	bird	3388 kg/s	-0.2428	0.7232	1.2853	0.0936	1.8846
1	-649 kg	-0.1155	volleyball	reptile	961 kg/s	-0.677	0.8691	-1.1175	1.2411	-0.4083
1	-654 kg	0.2916	volleyball	bird	260 kg/s	0.9653	-0.4211	0.0247	1.4259	0.3714
3	1781 kg	0.8461	tennis	chicken	2119 kg/s	-0.2462	0.6693	-0.4436	1.5112	-0.5502
0	-455 kg	-0.4918	running	cat	253 kg/s	0.779	1.4951	-0.3886	-0.2534	1.2757
0	-501 kg	0.5747	tennis	bird	None	-0.2069	0.4751	0.2226	0.2856	0.7636
2	30 kg	-0.0457	football	fish	11 kg/s	0.094	1.1469	None	0.9396	-0.9451
0	-401 kg	0.0757	running	bird	-1348 kg/s	-0.7159	0.4469	0.9915	0.9241	0.0373
2	839 kg	1.8104	football	fish	388 kg/s	0.2164	0.9244	0.117	0.7216	0.4941
5	327 kg	0.5456	boxing	rabbit	392 kg/s	0.6171	0.7819	0.3107	0.9953	1.4713
5	800 kg	N/A	badminton	ferret, hamster	1053 kg/s	0.587	-0.0112	-0.0038	0.2599	-2.1361
1	-486 kg	0.5414	baseball	pig, reptile	2063 kg/s	0.2906	1.7066	-0.7393	0.8842	1.093
5	743 kg	-0.7687	boxing	hamster, ferret	2532 kg/s	0.5201	-0.0126	-0.6653	-2.1476	1.0015
1	-810 kg	0.5116	baseball	reptile	1235 kg/s	-0.092	-0.7993	0.085	-0.1859	-0.2786
3	355 kg	0.2211	tennis	rat	1050 kg/s	-0.4748	1.3541	1.5308	2.8369	-1.2576
1	467 kg	-0.0959	golf	reptile	532 kg/s	1.8219	0.8081	-0.6361	-0.3709	0.8871
1	-463 kg	1.018	ice hockey	cat	459 kg/s	1.8101	0.3281	2.4628	1.3054	-0.0494
5	431 kg	0.4555	soccer	ferret	296 kg/s	-0.4713	n/a	0.6889	0.3162	0.7875
0	307 kg	0.6326	motor sports	bird	-315 kg/s	-0.4042	1.5287	0.5691	0.4006	-0.1442
6	156 kg	1.1078	ice hockey	dog	1673 kg/s	0.6267	0.8279	0.4822	1.3756	-0.1831
5	1439 kg	0.6597	soccer	ferret	530 kg/s	-1.1212	0.9454	-0.0498	0.2742	0.1085
2	1280 kg	0.9088	track & field	fish	-331 kg/s	1.9225	0.0634	0.393	0.5444	0.7378
5	-797 kg	0.9241	badminton	hamster	681 kg/s	0.5845	1.0648	0.4756	1.2857	-0.2316
6	-95 kg	-0.6056	ice hockey	dog	-346 kg/s	0.1593	1.0731	1.4847	2.2055	-0.7696
4	-210 kg	1.0237	motor sports	guinea pig	1376 kg/s	-0.0714	-0.5681	-2.3255	0.8277	0.8067
3	1196 kg	-0.1831	tennis	rat	916 kg/s	0.7386	-0.4667	0.147	0.9868	-0.0722
5	-1660 kg	0.6813	tennis	rabbit	-511 kg/s	-0.1636	0.1837	0.3797	0.1678	0.4889
3	1539 kg	1.1579	tennis	rat	-130 kg/s	0.2829	1.9426	-1.3507	-0.1188	1.2561
5	-221 kg	0.3067	boxing	ferret, hamster	253 kg/s	0.9614	1.5439	-0.4841	-0.2379	-1.3531
2	337 kg	1.188	track & field	fish	579 kg/s	0.8705	1.9354	-0.8373	-0.585	0.7536
1	1086 kg	-0.531	volleyball	pig	232 kg/s	0.0482	-0.7115	2.2278	0.9179	1.3341
5	-1222 kg	0.8371	boxing	HAMSTER	-945 kg/s	-0.6846	0.2601	0.1167	0.0495	-0.1654
4	544 kg	0.7236	BASKETBALL	guinea pig	1572 kg/s	0.5025	0.6668	-0.8754	1.2289	1.8717
6	655 kg	1.0657	ice hockey	dog	-1084 kg/s	0.4001	0.7375	0.6172	2.5495	-0.0413
1	-455 kg	0.5959	volleyball	pig	1155 kg/s	0.6494	1.1991	-0.3117	1.8226	0.1912
1	-773 kg	0.9211	volleyball	reptile	1978 kg/s	1.4056	0.3505	0.0227	0.0649	0.4285
5	833 kg	0.7081	badminton	rabbit	1078 kg/s	1.6052	-0.0398	1.0066	-1.1802	0.6864
6	-1143 kg	1.1759	ice hockey	dog	2129 kg/s	-0.0585	2.2319	0.9981	1.6516	0.666
2	-5 kg	-0.6787	track & field	bird	-459 kg/s	1.4721	0.2376	2.2361	0.9283	-0.0943
6	1176 kg	0.5141	ice hockey	dog	-556 kg/s	0.8417	0.8639	1.9638	0.2422	-0.8013
6	-222 kg	-0.1316	ice hockey	dog	1563 kg/s	0.1327	-0.4596	1.003	1.5418	-0.0168
2	1523 kg	-0.4065	football	fish	1785 kg/s	1.911	-0.0557	0.4795	0.5849	-1.3401
2	213 kg	0.82	track & field	fish	1024 kg/s	0.6861	1.1923	0.2935	0.1357	1.6439
0	1661 kg	-1.2117	ice hockey	bird	1225 kg/s	-0.1866	1.2696	-1.6252	-1.0706	1.6513
2	-65 kg	-0.1272	track & field	fish	259 kg/s	1.4009	0.7524	1.2146	-0.6809	-0.6205
4	223 kg	0.3318	golf	guinea pig	-573 kg/s	0.4013	1.5094	0.6398	0.4126	2.0929
6	418 kg	1.4464	ice hockey	dog	824 kg/s	0.6822	2.244	-1.5755	2.0581	-0.3062
1	-1813 kg	1.4945	baseball	reptile, pig	1533 kg/s	0.2266	-0.0165	0.6244	0.6648	-0.2576
5	2559 kg	0.228	boxing	hamster, ferret	-201 kg/s	1.2566	0.1769	-0.1019	0.0366	0.1837
5	835 kg	0.4063	boxing	ferret, rabbit	269 kg/s	0.037	1.064	1.5235	1.1196	-2.4227
0	280 kg	-0.3009	motor sports	bird	2743 kg/s	0.4979	1.5384	1.6847	-0.8396	-0.5166
2	290 kg	-0.0809	football	fish	1710 kg/s	-0.2739	2.4756	0.8325	-0.4803	-0.1726
1	-302 kg	0.0597	volleyball	pig, reptile	161 kg/s	1.0034	-0.8481	-0.5021	0.6811	0.5454
3	478 kg	0.6076	tennis	rat	830 kg/s	1.0199	1.5365	-1.8678	1.2775	1.5877
0	1270 kg	-0.3093	motor sports	bird	1888 kg/s	0.314	1.7955	0.5918	-0.6688	2.734
5	437 kg	-0.0133	badminton	hamster, rabbit	-268 kg/s	0.8686	0.2462	0.4522	0.7647	0.5009
2	799 kg	-0.6134	football	fish	659 kg/s	-0.5842	1.172	0.4742	0.8509	0.1365
2	956 kg	0.7449	football	fish	796 kg/s	1.3543	2.0812	-0.2121	0.5944	0.482
3	-1253 kg	-0.2974	tennis	chicken	215 kg/s	-0.0307	1.05	-0.0741	-0.081	-0.1608
6	1220 kg	0.6301	ice hockey	dog	520 kg/s	0.6887	0.799	2.622	1.1788	-1.056
6	1798 kg	-0.6512	ice hockey	dog	2097 kg/s	1.8561	-0.1403		0.3705	0.2476
2	1878 kg	-0.1776	track & field	fish	36 kg/s	0.0083	1.3594	-1.008	0.1809	0.1274
6	-665 kg	-1.5327	ice hockey	dog	3086 kg/s	0.6642	0.8262	1.0832	0.5588	0.6804
4	-707 kg	0.439	basketball	guinea pig	404 kg/s	0.8342	0.3345	1.1416	0.7082	0.4986
1	966 kg	0.8312	baseball	cat	623 kg/s	-0.1822	-0.1615	-1.4543	1.2173	1.8012
1	166 kg	0.0858	baseball	guinea pig	1698 kg/s	0.2324	0.5081	-0.4678	1.3444	-0.7029
4	775 kg	0.3669	golf	guinea pig	1233 kg/s	-0.6195	0.6501	0.2049	0.2523	1.4827
2	154 kg	-0.2528	football	fish	634 kg/s	0.2345	1.1793	-0.3196	0.0049	-0.5234
6	81 kg	0.6747	ice hockey	dog	399 kg/s	1.346	0.6239	1.015	1.0824	-0.1414
6	859 kg	0.9133	tennis	dog	1073 kg/s	1.3478	0.0062	0.2581	0.1176	-1.46
2	750 kg	0.6567	football	fish	512 kg/s	0.4019	1.0036	-0.4439	0.8763	0.8583
2	987 kg	0.424	track & field	fish	387 kg/s	0.4857	0.2216	2.2845	-1.1978	-0.0882
6	368 kg	-1.0037	ICE HOCKEY	dog	798 kg/s	1.3168	1.9645	-0.8318	1.4258	0.2254
4	447 kg	0.1185	golf	guinea pig	432 kg/s	-0.7351	0.2147	-0.1338	0.3071	1.3066
2	389 kg	0.9798	football	fish	-311 kg/s	1.3648	1.0318	0.38	-0.3502	-0.3433
1	-953 kg	1.2192	basketball	pig, cat	2159 kg/s	-0.0771	-0.4371	-0.8727	1.5038	1.3869
0	1440 kg	1.0778	N/A	bird	104 kg/s	0.5321	0.0096	-0.248	-0.1978	1.9849
2	1304 kg	-0.659	track & field	fish	623 kg/s	0.4225	0.7478	0.4025	1.2635	-0.4184
0	1807 kg	-0.0207	motor sports	bird	383 kg/s	-0.0049	0.7371	0.5215	-0.0408	2.1821
1	-603 kg	1.0533	volleyball	cat	-503 kg/s	1.1247	-0.6359	0.1111	0.2453	0.0307
6	1760 kg	0.139	ice hockey	dog	737 kg/s	1.1468	0.28	1.6957	0.9808	0.08
2	802 kg	0.6796	track & field	fish	1113 kg/s	0.0323	0.8111	0.0923	-0.9838	0.0706
2	2233 kg	-0.2365	basketball	fish		1.1069	1.6799	-0.3045	-1.6009	0.1413
3	1052 kg	0.4522	tennis	rat	-1602 kg/s	-0.9982	-0.4484	0.1743	0.4434	-1.1838
5	695 kg	-1.3501	badminton	hamster	1084 kg/s	-0.9054	1.3249	1.2835	0.5579	0.0293
6	-5 kg	0.9257	Ice Hockey	dog	554 kg/s	0.9507	0.7272	-0.2687	1.1403	-0.1438
3	1148 kg	0.4526	tennis	chicken	914 kg/s	0.5484	0.3513	-1.2035	0.0726	2.1017
1	1100 kg	0.9952	baseball	reptile, cat	1104 kg/s	1.0926	-0.5509	0.8965	0.3532	1.4916
3	2292 kg	0.973	tennis	rat	1810 kg/s	0.0556	NULL	-0.8807	0.4031	-1.0699
4	1947 kg	1.5483	tennis	guinea pig	NULL	0.6804	0.5439	-1.12	1.0776	0.1534
0	900 kg	-0.1993	running	bird	1572 kg/s	-0.5023	0.4632	None	0.7995	1.7902
3	1278 kg	0.9672	tennis	chicken	2444 kg/s	-1.0246	1.4327	-0.5251	2.466	-0.1995
1	1480 kg	0.3228	baseball	cat, reptile	1412 kg/s	1.0271	0.9301	0.6174	0.9699	-0.0695
6	-266 kg	0.3764	ice hockey	dog	-292 kg/s	0.8888	0.5528	1.035	1.1845	1.2734
0	905 kg	-0.1716	motor sports	bird	338 kg/s	-0.9436	1.2712	0.3743	0.8716	1.0443
5	715 kg	0.8598	soccer	hamster, ferret	-35 kg/s	0.5609		0.3109	0.022	-0.0673
5	396 kg	0.7195	boxing	rabbit, hamster	-624 kg/s	0.5175	0.8589	0.368	0.5666	0.1431
5	984 kg	0.5434	soccer	hamster	-370 kg/s	1.1215	-0.1828	-0.4477	0.3973	0.9486
5	-717 kg	-0.2875	badminton	hamster, ferret	None	-0.4061	-0.734	1.37	-0.0085	1.2609
5	-999 kg	-0.3379	boxing	hamster, ferret	624 kg/s	-0.9246	0.329	0.2815	-0.0697	-0.2874
0	470 kg	0.2155	running	bird	1466 kg/s	1.534	0.938	0.3456	1.1682	2.9358
1	1771 kg	0.9276	ice hockey	cat	2174 kg/s	0.3756	1.5482	0.814	-0.47	0.8027
1	-1353 kg	-0.3288	baseball	cat	2846 kg/s	0.3326	0.8787	1.0166	0.525	1.3138
3	288 kg	-0.6853	tennis	Rat	808 kg/s	1.1104	0.5356	1.3146	-0.3062	0.8125
4	79 kg	1.3616	basketball	guinea pig	-208 kg/s	0.0549	0.7747	0.5436	-0.403	0.3078
5	-1197 kg	0.3019	boxing	hamster	-1283 kg/s	0.4231	0.1669	-0.137	0.2684	-0.2362
0	-397 kg	0.7236	golf	bird	1394 kg/s	-0.5264	0.8413	0.7271	-0.698	1.0502
4	-547 kg	0.6979	basketball	guinea pig	693 kg/s	-0.5817	0.8657	-1.3657	0.5071	0.903
0	1167 kg	-0.4235	motor sports	bird	1378 kg/s	-0.3879	0.3773	-0.0381	1.1424	1.0097
1	157 kg	-0.2588	baseball	cat	1005 kg/s	0.7627	0.4523	0.9192	1.3766	1.0012
1	-278 kg	0.6385	baseball	rabbit, hamster	458 kg/s	0.6018	-0.2206	1.4743	1.0515	-0.027
2	None	0.5621	football	fish	-266 kg/s	-0.2737	1.7236	-0.109	1.1507	1.1
1	1187 kg	0.0771	volleyball	reptile, pig	1116 kg/s	0.5383	1.3136	-0.7813	0.2954	1.6081
0	1413 kg	0.5469	motor sports	bird	231 kg/s	0.8331	-0.5911	-1.2758	0.9023	0.8921
4	1198 kg	1.1003	golf	guinea pig	-179 kg/s	0.5554	0.8026	-0.4857	-0.3683	1.4872
4	-836 kg	1.127	golf	guinea pig	439 kg/s	0.4303	2.8504	-0.7953	1.5624	1.1738
5	-1900 kg	0.4091	soccer	rabbit	249 kg/s	-1.0675	-0.4289	0.1649	1.4161	0.333
4	1273 kg	-0.0023	golf	guinea pig	166 kg/s	0.2447	1.0922	0.2874	0.6911	1.0581
6	614 kg	-0.1186	track & field	dog	1910 kg/s	0.5278	0.6614	0.57	-0.0736	1.6341
6	-694 kg	-0.4993	ice hockey	dog	631 kg/s	0.8297	0.2395	-0.1954	1.0407	-0.3719
0	970 kg	-0.0828	running	bird	750 kg/s	0.4447	-0.6928	1.9121	1.3533	-0.6422
4	131 kg	-0.2215	golf	guinea pig	1242 kg/s	-0.0889	-0.2632	-1.0518	-0.4066	0.4603
5	-573 kg	1.1089	boxing	hamster, rabbit	-177 kg/s	-0.3733	0.3749	-0.3789	0.1725	-1.2573
6	865 kg	1.4237	ICE HOCKEY	dog	1200 kg/s	-0.3508	-0.6791	-0.4536	0.929	0.0737
0	592 kg	0.6356	motor sports	bird	1062 kg/s	-0.071	0.0679	-0.6234	-0.8868	-0.4589
6	600 kg	0.8129	ice hockey	dog	1182 kg/s	0.6739	0.4657	1.3303	1.8481	-0.5676
6	478 kg	0.0906	ice hockey	dog	1093 kg/s	0.8708	0.5068	1.1712	1.0642	-1.0974
3	368 kg	-0.1761	tennis	rat	2442 kg/s	0.1348	1.5977	0.9799	1.6652	0.5741
0	1063 kg	0.1438	running	dog	1215 kg/s	-0.5821	0.9548	-0.5395	-1.2536	2.001
2	557 kg	0.2215	track & field	fish	1281 kg/s	1.4162	1.1571	1.2496	0.2064	0.8025
5	-700 kg	0.2236	soccer	hamster, rabbit	-1388 kg/s	1.3961	1.1233	0.6637	0.2329	0.8232
3	749 kg	0.8303	tennis	chicken	991 kg/s	-0.4937	1.1006	-0.0356	0.6579	-0.4684
3	259 kg	-0.1416	tennis	rat	942 kg/s	1.083	0.8081	-0.64	2.3844	1.1798
6	-652 kg	0.6994	running	dog	874 kg/s	1.1147	1.7707	2.2077	1.1976	0.575
6	1097 kg	-1.1754	ice hockey	dog	1594 kg/s	0.2311	1.3763	0.6157	2.2124	-0.4471
2	?	-0.1726	track & field	fish	-638 kg/s	0.6052	0.9958	0.3883	-0.431	0.1163
3	51 kg	0.3185	tennis	chicken	1086 kg/s	1.5542	0.62	0.8802	0.8322	3.0042
1	-1064 kg	0.1179	baseball	cat, pig	-106 kg/s	1.1318	-0.2901	-1.6525	-0.1774	2.407
1	NULL	-0.3459	golf	pig, cat	2067 kg/s	0.7831	1.3709	-0.226	-0.0558	1.1791
0	606 kg	0.5571	motor sports	bird	1810 kg/s	-0.6263	0.167	0.1294	0.6233	1.4159
0	1847 kg	1.5866	motor sports	bird	2552 kg/s	0.494	2.0991	1.1579	0.0838	0.3101
